event,date,fight,actual_winner,method,mma_guru_pick,mma_guru_correct,mma_joey_pick,mma_joey_correct
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,MarQuel Mederos vs Landon Quinones,MarQuel Mederos,DEC,MarQuel Mederos,True,MarQuel Mederos,True
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Jamal Pogues vs Thomas Petersen,Jamal Pogues,DEC,Jamal Pogues,True,Thomas Petersen,False
UFC 297: Strickland vs. Du Plessis,2024-01-20,Dricus Du Plessis vs Sean Strickland,Dricus Du Plessis,DEC,Dricus Du Plessis,True,Dricus Du Plessis,True
UFC 297: Strickland vs. Du Plessis,2024-01-20,Raquel Pennington vs Mayra Bueno Silva,Raquel Pennington,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Neil Magny vs Mike Malott,Neil Magny,KO/TKO,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Chris Curtis vs Marc-Andre Barriault,Chris Curtis,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Movsar Evloev vs Arnold Allen,Movsar Evloev,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Garrett Armfield vs Brad Katona,Garrett Armfield,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Sean Woodson vs Charles Jourdain,Sean Woodson,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Ramon Taveras vs Serhiy Sidey,Ramon Taveras,DEC,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Gillian Robertson vs Polyana Viana,Gillian Robertson,KO/TKO,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Sam Patterson vs Yohan Lainesse,Sam Patterson,SUB,,,,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Jasmine Jasudavicius vs Priscila Cachoeira,Jasmine Jasudavicius,SUB,,,—,
UFC 297: Strickland vs. Du Plessis,2024-01-20,Jimmy Flick vs Malcolm Gordon,Jimmy Flick,SUB,,,—,
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Magomed Ankalaev vs Johnny Walker,Magomed Ankalaev,KO/TKO,Johnny Walker,False,Magomed Ankalaev,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jim Miller vs Gabriel Benitez,Jim Miller,SUB,Jim Miller,True,Gabriel Benitez,False
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Mario Bautista vs Ricky Simon,Mario Bautista,DEC,Ricky Simon,False,Mario Bautista,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Brunno Ferreira vs Phil Hawes,Brunno Ferreira,KO/TKO,Brunno Ferreira,True,Brunno Ferreira,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Waldo Cortes Acosta vs Andrei Arlovski,Waldo Cortes Acosta,DEC,Waldo Cortes Acosta,True,Waldo Cortes Acosta,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Preston Parsons vs Matthew Semelsberger,Preston Parsons,DEC,Matthew Semelsberger,False,Preston Parsons,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Marcus McGhee vs Gaston Bolanos,Marcus McGhee,KO/TKO,Marcus McGhee,True,Marcus McGhee,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Farid Basharat vs Taylor Lapilus,Farid Basharat,DEC,Farid Basharat,True,Farid Basharat,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jean Silva vs Westin Wilson,Jean Silva,KO/TKO,Jean Silva,True,Jean Silva,True
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Nikolas Motta vs Tom Nolan,Nikolas Motta,KO/TKO,Tom Nolan,False,Tom Nolan,False
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Joshua Van vs Felipe Bunes,Joshua Van,KO/TKO,Joshua Van,True,Joshua Van,True
UFC 296: Edwards vs. Covington,2023-12-16,Leon Edwards vs Colby Covington,Leon Edwards,DEC,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Alexandre Pantoja vs Brandon Royval,Alexandre Pantoja,DEC,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Shavkat Rakhmonov vs Stephen Thompson,Shavkat Rakhmonov,SUB,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Paddy Pimblett vs Tony Ferguson,Paddy Pimblett,DEC,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Josh Emmett vs Bryce Mitchell,Josh Emmett,KO/TKO,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Alonzo Menifield vs Dustin Jacoby,Alonzo Menifield,DEC,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Irene Aldana vs Karol Rosa,Irene Aldana,DEC,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Cody Garbrandt vs Brian Kelleher,Cody Garbrandt,KO/TKO,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Ariane da Silva vs Casey O'Neill,Ariane da Silva,SUB,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Tagir Ulanbekov vs Cody Durden,Tagir Ulanbekov,SUB,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Andre Fili vs Lucas Almeida,Andre Fili,KO/TKO,—,,—,
UFC 296: Edwards vs. Covington,2023-12-16,Shamil Gaziev vs Martin Buday,Shamil Gaziev,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Song Yadong vs Chris Gutierrez,Song Yadong,DEC,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Khalil Rountree Jr. vs Anthony Smith,Khalil Rountree Jr.,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Nasrat Haqparast vs Jamie Mullarkey,Nasrat Haqparast,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Tim Elliott vs Sumudaerji,Tim Elliott,SUB,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Andre Muniz vs JunYong Park,Andre Muniz,DEC,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Kevin Jousset vs Song Kenan,Kevin Jousset,DEC,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,HyunSung Park vs Shannon Ross,HyunSung Park,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Steve Garcia vs Melquizael Costa,Steve Garcia,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Luana Santos vs Stephanie Egger,Luana Santos,DEC,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Tatsuro Taira vs Carlos Hernandez,Tatsuro Taira,KO/TKO,—,,—,
UFC Fight Night: Song vs. Gutierrez,2023-12-09,Talita Alencar vs Rayanne dos Santos,Talita Alencar,DEC,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Arman Tsarukyan vs Beneil Dariush,Arman Tsarukyan,KO/TKO,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Jalin Turner vs King Green,Jalin Turner,KO/TKO,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Deiveson Figueiredo vs Rob Font,Deiveson Figueiredo,DEC,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Sean Brady vs Kelvin Gastelum,Sean Brady,SUB,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Joaquim Silva vs Clay Guida,Joaquim Silva,DEC,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Dustin Stoltzfus vs Punahele Soriano,Dustin Stoltzfus,SUB,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Miesha Tate vs Julia Avila,Miesha Tate,SUB,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Cody Brundage vs Zach Reese,Cody Brundage,KO/TKO,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Drakkar Klose vs Joe Solecki,Drakkar Klose,KO/TKO,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Rodolfo Bellato vs Ihor Potieria,Rodolfo Bellato,KO/TKO,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Jared Gooden vs Wellington Turman,Jared Gooden,SUB,—,,—,
UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,Veronica Hardy vs Jamey-Lyn Horth,Veronica Hardy,DEC,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Brendan Allen vs Paul Craig,Brendan Allen,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Michael Morales vs Jake Matthews,Michael Morales,DEC,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Chase Hooper vs Jordan Leavitt,Chase Hooper,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Payton Talbott vs Nick Aguirre,Payton Talbott,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Amanda Ribas vs Luana Pinheiro,Amanda Ribas,KO/TKO,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Myktybek Orolbai vs Uros Medic,Myktybek Orolbai,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Joanderson Brito vs Jonathan Pearce,Joanderson Brito,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Jose Johnson vs Chad Anheliger,Jose Johnson,SUB,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Christian Leroy Duncan vs Denis Tiuliulin,Christian Leroy Duncan,KO/TKO,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Mick Parkin vs Caio Machado,Mick Parkin,DEC,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Jeka Saragih vs Lucas Alexander,Jeka Saragih,KO/TKO,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Ailin Perez vs Lucie Pudilova,Ailin Perez,DEC,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Trey Ogden vs Nikolas Motta,,Overturned,—,,—,
UFC Fight Night: Allen vs. Craig,2023-11-18,Rafael Estevam vs Charles Johnson,Rafael Estevam,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Alex Pereira vs Jiri Prochazka,Alex Pereira,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Tom Aspinall vs Sergei Pavlovich,Tom Aspinall,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Jessica Andrade vs Mackenzie Dern,Jessica Andrade,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Benoit Saint Denis vs Matt Frevola,Benoit Saint Denis,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Diego Lopes vs Pat Sabatini,Diego Lopes,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Steve Erceg vs Alessandro Costa,Steve Erceg,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Loopy Godinez vs Tabatha Ricci,Loopy Godinez,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Mateusz Rebecki vs Roosevelt Roberts,Mateusz Rebecki,SUB,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Nazim Sadykhov vs Viacheslav Borshchev,,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Jared Gordon vs Mark Madsen,Jared Gordon,KO/TKO,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,John Castaneda vs Kyung Ho Kang,John Castaneda,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Joshua Van vs Kevin Borjas,Joshua Van,DEC,—,,—,
UFC 295: Prochazka vs. Pereira,2023-11-11,Jamall Emmers vs Dennis Buzukja,Jamall Emmers,KO/TKO,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Jailton Almeida vs Derrick Lewis,Jailton Almeida,DEC,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Nicolas Dalby vs Gabriel Bonfim,Nicolas Dalby,KO/TKO,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Rodrigo Nascimento vs Don'Tale Mayes,Rodrigo Nascimento,DEC,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Caio Borralho vs Abus Magomedov,Caio Borralho,DEC,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Elves Brener vs Kaynan Kruschewsky,Elves Brener,KO/TKO,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Rinat Fakhretdinov vs Elizeu Zaleski dos Santos,,DEC,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Vitor Petrino vs Modestas Bukauskas,Vitor Petrino,KO/TKO,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Angela Hill vs Denise Gomes,Angela Hill,DEC,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Eduarda Moura vs Montserrat Conejo Ruiz,Eduarda Moura,KO/TKO,—,,—,
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Marc Diakiese vs Kaue Fernandes,Marc Diakiese,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Islam Makhachev vs Alexander Volkanovski,Islam Makhachev,KO/TKO,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Khamzat Chimaev vs Kamaru Usman,Khamzat Chimaev,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Magomed Ankalaev vs Johnny Walker,,NC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Ikram Aliskerov vs Warlley Alves,Ikram Aliskerov,KO/TKO,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Said Nurmagomedov vs Muin Gafurov,Said Nurmagomedov,SUB,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Muhammad Mokaev vs Tim Elliott,Muhammad Mokaev,SUB,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Trevor Peek vs Mohammad Yahya,Trevor Peek,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Javid Basharat vs Victor Henry,,NC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Sedriques Dumas vs Abu Azaitar,Sedriques Dumas,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Mike Breeden vs Anshul Jubli,Mike Breeden,KO/TKO,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Muhammad Naimov vs Nathaniel Wood,Muhammad Naimov,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Viktoriia Dudakova vs Jinh Yu Frey,Viktoriia Dudakova,DEC,—,,—,
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Shara Magomedov vs Bruno Silva,Shara Magomedov,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Edson Barboza vs Sodiq Yusuff,Edson Barboza,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Viviane Araujo vs Jennifer Maia,Viviane Araujo,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Jonathan Martinez vs Adrian Yanez,Jonathan Martinez,KO/TKO,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Michel Pereira vs Andre Petroski,Michel Pereira,KO/TKO,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Christian Rodriguez vs Cameron Saaiman,Christian Rodriguez,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Darren Elkins vs TJ Brown,Darren Elkins,SUB,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Tainara Lisboa vs Ravena Oliveira,Tainara Lisboa,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Terrance McKinney vs Brendon Marotte,Terrance McKinney,KO/TKO,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Melissa Mullins vs Irina Alekseeva,Melissa Mullins,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Chris Gutierrez vs Alatengheili,Chris Gutierrez,DEC,—,,—,
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Emily Ducote vs Ashley Yoder,Emily Ducote,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,King Green vs Grant Dawson,King Green,KO/TKO,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Joe Pyfer vs Abdul Razak Alhassan,Joe Pyfer,SUB,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Joaquin Buckley vs Alex Morono,Joaquin Buckley,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Drew Dober vs Ricky Glenn,Drew Dober,KO/TKO,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Bill Algeo vs Alexander Hernandez,Bill Algeo,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Karolina Kowalkiewicz vs Diana Belbita,Karolina Kowalkiewicz,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Nate Maness vs Mateus Mendonca,Nate Maness,KO/TKO,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Vanessa Demopoulos vs Kanako Murata,Vanessa Demopoulos,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,Aoriqileng vs Johnny Munoz,Aoriqileng,DEC,—,,—,
UFC Fight Night: Dawson vs. Green,2023-10-07,JJ Aldrich vs Montana De La Rosa,JJ Aldrich,DEC,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Mateusz Gamrot vs Rafael Fiziev,Mateusz Gamrot,KO/TKO,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Bryce Mitchell vs Dan Ige,Bryce Mitchell,DEC,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Marina Rodriguez vs Michelle Waterson-Gomez,Marina Rodriguez,KO/TKO,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Bryan Battle vs AJ Fletcher,Bryan Battle,SUB,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Charles Jourdain vs Ricardo Ramos,Charles Jourdain,SUB,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Dan Argueta vs Miles Johns,,Overturned,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Tim Means vs Andre Fialho,Tim Means,KO/TKO,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Cody Brundage vs Jacob Malkoun,Cody Brundage,DQ,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Mohammed Usman vs Jake Collier,Mohammed Usman,DEC,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Mizuki vs Hannah Goldy,Mizuki,DEC,—,,—,
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Montse Rendon vs Tamires Vidal,Montse Rendon,DEC,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Alexa Grasso vs Valentina Shevchenko,,DEC,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Jack Della Maddalena vs Kevin Holland,Jack Della Maddalena,DEC,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Raul Rosas Jr. vs Terrence Mitchell,Raul Rosas Jr.,KO/TKO,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Daniel Zellhuber vs Christos Giagos,Daniel Zellhuber,SUB,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Kyle Nelson vs Fernando Padilla,Kyle Nelson,DEC,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Loopy Godinez vs Elise Reed,Loopy Godinez,SUB,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Roman Kopylov vs Josh Fremd,Roman Kopylov,KO/TKO,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Edgar Chairez vs Daniel Lacerda,,Overturned,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Tracy Cortez vs Jasmine Jasudavicius,Tracy Cortez,DEC,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Charlie Campbell vs Alex Reyes,Charlie Campbell,KO/TKO,—,,—,
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Josefine Knutsson vs Marnic Mann,Josefine Knutsson,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Sean Strickland vs Israel Adesanya,Sean Strickland,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Alexander Volkov vs Tai Tuivasa,Alexander Volkov,SUB,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Manel Kape vs Felipe dos Santos,Manel Kape,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Justin Tafa vs Austen Lane,Justin Tafa,KO/TKO,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Tyson Pedro vs Anton Turkalj,Tyson Pedro,KO/TKO,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Carlos Ulberg vs Da Woon Jung,Carlos Ulberg,SUB,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Chepe Mariscal vs Jack Jenkins,Chepe Mariscal,KO/TKO,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Jamie Mullarkey vs John Makdessi,Jamie Mullarkey,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Nasrat Haqparast vs Landon Quinones,Nasrat Haqparast,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Charles Radtke vs Blood Diamond,Charles Radtke,DEC,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Gabriel Miranda vs Shane Young,Gabriel Miranda,SUB,—,,—,
UFC 293: Adesanya vs. Strickland,2023-09-09,Kevin Jousset vs Kiefer Crosbie,Kevin Jousset,SUB,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Ciryl Gane vs Serghei Spivac,Ciryl Gane,KO/TKO,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Manon Fiorot vs Rose Namajunas,Manon Fiorot,DEC,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Benoit Saint Denis vs Thiago Moises,Benoit Saint Denis,KO/TKO,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Volkan Oezdemir vs Bogdan Guskov,Volkan Oezdemir,SUB,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,William Gomis vs Yanis Ghemmouri,William Gomis,KO/TKO,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Morgan Charriere vs Manolo Zecchini,Morgan Charriere,KO/TKO,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Taylor Lapilus vs Caolan Loughran,Taylor Lapilus,DEC,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Ange Loosa vs Rhys McKee,Ange Loosa,DEC,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Nora Cornolle vs Joselyne Edwards,Nora Cornolle,DEC,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Farid Basharat vs Kleydson Rodrigues,Farid Basharat,SUB,—,,—,
UFC Fight Night: Gane vs. Spivac,2023-09-02,Jacqueline Cavalcanti vs Zarah Fairn,Jacqueline Cavalcanti,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Max Holloway vs Chan Sung Jung,Max Holloway,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Anthony Smith vs Ryan Spann,Anthony Smith,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Giga Chikadze vs Alex Caceres,Giga Chikadze,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Rinya Nakamura vs Fernie Garcia,Rinya Nakamura,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Erin Blanchfield vs Taila Santos,Erin Blanchfield,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Junior Tafa vs Parker Porter,Junior Tafa,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Waldo Cortes Acosta vs Lukasz Brzeski,Waldo Cortes Acosta,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Garrett Armfield vs Toshiomi Kazama,Garrett Armfield,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Michal Oleksiejczuk vs Chidi Njokuani,Michal Oleksiejczuk,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Song Kenan vs Rolando Bedoya,Song Kenan,DEC,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Billy Ray Goff vs Yusaku Kinoshita,Billy Ray Goff,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,JJ Aldrich vs Liang Na,JJ Aldrich,KO/TKO,—,,—,
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,SeungWoo Choi vs Jarno Errens,SeungWoo Choi,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Sean O'Malley vs Aljamain Sterling,Sean O'Malley,KO/TKO,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Zhang Weili vs Amanda Lemos,Zhang Weili,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Ian Machado Garry vs Neil Magny,Ian Machado Garry,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Mario Bautista vs Da'Mon Blackshear,Mario Bautista,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Marlon Vera vs Pedro Munhoz,Marlon Vera,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Brad Tavares vs Chris Weidman,Brad Tavares,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Gregory Rodrigues vs Denis Tiuliulin,Gregory Rodrigues,KO/TKO,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Kurt Holobaugh vs Austin Hubbard,Kurt Holobaugh,SUB,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Brad Katona vs Cody Gibson,Brad Katona,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Andre Petroski vs Gerald Meerschaert,Andre Petroski,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Natalia Silva vs Andrea Lee,Natalia Silva,DEC,—,,—,
UFC 292: Sterling vs. O'Malley,2023-08-19,Karine Silva vs Maryna Moroz,Karine Silva,SUB,—,,—,
